scenario_id,method,violation_type,source,difficulty,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
NHTSA_SPD_0201,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0202,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0203,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0204,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0205,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0206,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0207,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0208,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0209,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0210,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0211,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0212,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0213,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0214,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0215,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0216,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0217,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0218,Template Mapping,Speeding,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_SPD_0219,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0220,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0221,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0222,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0223,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0224,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0225,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0226,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0227,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0228,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0229,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0230,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0231,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0232,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0233,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0234,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0235,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0236,Template Mapping,Speeding,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_SPD_0237,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0238,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0239,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0240,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0241,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0242,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0243,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0244,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0245,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0246,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0247,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0248,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0249,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0250,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0251,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0252,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0253,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0254,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0255,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0256,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0257,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0258,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0259,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0260,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0261,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0262,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0263,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0264,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0265,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0266,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0267,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0268,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0269,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0270,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0271,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0272,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0273,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0274,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0275,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0276,Template Mapping,Speeding,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_SPD_0277,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0278,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0279,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0280,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0281,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0282,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0283,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0284,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0285,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0286,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0287,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0288,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0289,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0290,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0291,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0292,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0293,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0294,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0295,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0296,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0297,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0298,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0299,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0300,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0301,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0302,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0303,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0304,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0305,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0306,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0307,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0308,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0309,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0310,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0311,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0312,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0313,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0314,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_SPD_0315,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0316,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0317,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0318,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0319,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0320,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0321,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0322,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0323,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0324,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0325,Template Mapping,Speeding,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_SPD_0326,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0327,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0328,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0329,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0330,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0331,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0332,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0333,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0334,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0335,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0336,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,0,,,,,,,,,
NHTSA_SPD_0337,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0338,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0339,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0340,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0341,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0342,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0343,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0344,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,0,1,1,0,1,0,1,1,0,0.68
NHTSA_SPD_0345,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0346,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0347,Template Mapping,Speeding,NHTSA-derived,coarse,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
NHTSA_SPD_0348,Template Mapping,Speeding,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_SPD_0349,Template Mapping,Speeding,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_SPD_0001,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0002,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0003,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0004,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0005,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0006,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0007,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0008,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0009,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0010,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0011,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0012,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0013,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0014,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0015,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0016,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0017,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0018,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0019,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0020,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0021,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0022,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0023,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0024,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0025,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0026,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0027,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0028,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0029,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0030,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0031,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0032,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0033,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0034,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0035,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0036,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0037,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0038,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0039,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0040,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0041,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0042,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0043,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0044,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0045,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0046,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0047,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0048,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0049,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0050,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0051,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0052,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0053,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0054,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0055,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0056,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0057,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0058,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0059,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0060,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0061,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0062,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0063,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0064,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0065,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0066,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0067,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0068,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0069,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0070,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,0,,,,,,,,,
SYNTH_SPD_0071,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0072,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0073,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0074,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0075,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,1,1,1,0,1,0,1,1,1,0.7200000000000001
SYNTH_SPD_0076,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0077,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0078,Template Mapping,Speeding,synthetic-topology-extension,fine,1,0,0,1,1,0,1,0,1,1,0,0.68
SYNTH_SPD_0079,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
SYNTH_SPD_0080,Template Mapping,Speeding,synthetic-topology-extension,fine,0,0,1,,,,,,,,,
