batch,scenario_id,violation_type,source,difficulty,pre_execution_abort,attempted,post_attempt_execution_failure,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
1,NHTSA_IOT_0039,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0020,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0018,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0011,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0644,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0191,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0045,Inattention to the road ahead,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0472,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0451,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
2,NHTSA_INA_0471,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0109,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0265,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0528,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0101,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0155,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_INA_0211,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0347,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0061,Inattention to the road ahead,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0346,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0088,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0534,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0101,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0055,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0178,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_INA_0020,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0405,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0547,Inattention to the road ahead,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_INA_0080,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0100,Inattention to the road ahead,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_INA_0047,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0292,Inattention to the road ahead,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_INA_0190,Inattention to the road ahead,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_INA_0215,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0190,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0426,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0481,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0372,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0113,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0526,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0329,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_INA_0148,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0150,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
2,NHTSA_INA_0106,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0447,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_INA_0343,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0191,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0183,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0144,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0614,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0077,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0457,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0097,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0054,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0558,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0301,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0630,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0206,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0189,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_INA_0027,Inattention to the road ahead,NHTSA-derived,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_INA_0205,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_INA_0223,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_INA_0214,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
2,NHTSA_INA_0434,Inattention to the road ahead,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_INA_0024,Inattention to the road ahead,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_FTY_0363,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_FTY_0309,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_FTY_0120,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0075,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0457,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0294,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0336,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0076,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_FTY_0152,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0314,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0002,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_FTY_0383,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0504,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0054,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0123,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
2,NHTSA_FTY_0431,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_FTY_0480,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_FTY_0037,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0015,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0265,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0114,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0068,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0038,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0159,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_FTY_0006,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0062,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0214,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0347,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0100,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0402,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_FTY_0353,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
2,NHTSA_FTY_0474,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0160,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
2,NHTSA_FTY_0471,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
2,NHTSA_FTY_0364,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
2,SYNTH_FTY_0082,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0.8200000000000001
2,NHTSA_FTY_0102,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0339,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_FTY_0090,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0410,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0375,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0130,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0097,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0.56
2,SYNTH_FTY_0100,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_FTY_0051,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0449,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0412,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0258,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0161,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0263,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0464,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_FTY_0362,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0147,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0148,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0019,Failure to yield,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0227,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FTY_0086,Failure to yield,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_FTY_0118,Failure to yield,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FTY_0014,Failure to yield,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_FTY_0070,Failure to yield,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_SPD_0118,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0054,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0338,Speeding,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_SPD_0073,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0088,Speeding,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0031,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0074,Speeding,NHTSA-derived,coarse,1,0,0,0,0,1,,,,,,,,,
2,SYNTH_SPD_0049,Speeding,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0257,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0278,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0249,Speeding,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_SPD_0140,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0078,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0337,Speeding,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_SPD_0034,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0080,Speeding,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0317,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0053,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0216,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0080,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0047,Speeding,NHTSA-derived,coarse,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0.8200000000000001
2,SYNTH_SPD_0084,Speeding,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0078,Speeding,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_SPD_0207,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0277,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0015,Speeding,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_SPD_0057,Speeding,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0124,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0121,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0341,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0285,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0115,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0010,Speeding,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0009,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0345,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0306,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0303,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0046,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0252,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0227,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0132,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0274,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0172,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0120,Speeding,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_SPD_0054,Speeding,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0189,Speeding,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
2,NHTSA_SPD_0134,Speeding,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,NHTSA_SPD_0241,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0179,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0311,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0079,Speeding,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_SPD_0308,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_SPD_0058,Speeding,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0144,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0021,Speeding,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_SPD_0319,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0225,Speeding,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0200,Speeding,NHTSA-derived,coarse,1,0,0,0,0,1,,,,,,,,,
2,NHTSA_SPD_0098,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_SPD_0164,Speeding,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
2,SYNTH_FSD_0088,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0283,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0001,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0253,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
2,SYNTH_FSD_0099,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0277,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0108,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0032,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0020,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FSD_0021,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0110,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FSD_0079,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0060,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0057,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
2,NHTSA_FSD_0154,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0182,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0130,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
2,NHTSA_FSD_0188,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,NHTSA_FSD_0200,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FSD_0077,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FSD_0004,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0282,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_FSD_0044,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
2,NHTSA_FSD_0017,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2,SYNTH_FSD_0049,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.22
2,SYNTH_FSD_0072,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
2,SYNTH_FSD_0081,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
